,Questions,Answers
429,I think I have a fetish that might be getting out of control,"Why not make good use of your unexpected attraction to study the features you consider attractive in someone.Attraction based on physicality is normal.  As long as you have no negative thoughts of doing harm to the person or yourself which are connected to the attraction you feel, and so long as your attraction isn't stopping you from doing your daily life responsibilities such as work, to take care of your daily needs and any responsibilities you have for other people, then eventually it will lose its power on you."
430,I think I have anxiety and depression. It has manifested an extreme distrust for others,"You may be pressuring yourself to be the one person who fixes the relationship.  This is impossible because the relationship belongs to both of you.Has he told you whether he feels about himself that how he interacts with you, is contributing to problems in the couple?Is he willing to understand what you're asking of him, without shutting down with whatever he is feeling when he feels blamed?Your feelings of distrust are the natural outcome of not being properly heard and understood.  He's not willing to listen to you, so of course you're frustrated and this frustration comes out in all sorts of uneasy feelings.Willingness to hear each other in a non-defensive way, sometimes requires a couples therapist's assistance.Ask your husband if he's willing to understand, not judge you.  Be willing yourself to do the same.If after trying and getting nowhere, you'll know when to stop trying on your own as a couple and to find a specifically trained couples therapists.Warning, not all therapists are trained to do couples therapy.  Ask the therapist if they've had specialized training in couples therapy.Otherwise, having a referee type therapy session of, ""what do you think"", ""what do you think?"", isn't going to do anything except frustrate both of you further.Good luck!"
431,I think my daughter is stressing too much,"Watching children go through challenges in their lives is difficult. On a very basic level, There exists a primal need to protect them from harm. The hard part for parents is letting them feel those challenges and working through them as they get older. At some point, there is a moment that occurs when the role as a parent shifts. Children no longer need the basics (food, shelter. water, safety) as much as when they were toddlers, but rather, their needs shift to wanting more support, encouragement, advice, and room to make mistakes. This is where the ability to communicate with them, letting them direct the sails to gather the wind needed to move, is so important. Keep the lines of communication open and be available to give feedback when they ask for it."
432,I think my friend might have depression,"Sounds like signs of someone who is depressed.Since the person in question is your friend, offer your friendship to listen to any situations or feelings she has about herself and the way her life is going.Depressed people are often lonely people and feel as though no one around them cares or notices them.  Your willingness to be available to her may lift her spirits.  Feeling loved goes a long way to dissolving depressed feelings.Also, if in the beginning when you offer to talk, there is a high chance she'll be defensive and turn down your offer.Try again on another day and then another day.When people feel depressed they usually shut down.  So you may need a few or several tries before your friend accepts your offer to show her you care about how she is doing.Also, watch for signs within yourself that your friends' depression is not sinking your emotions.  Depressed people are draining to be around because they often see and talk about only the negatives and drawbacks of situations."
433,I think my trust issues are going to end my relationship early,"If you thing your trust issues are going to end or affect your relationship it will because you are being baggage from your parents into this relationship.  Don't allow their problems to become your problem.  You didn't mention that your partner in your present relationship have done anything to make you not trust them.  Like in the court of law, if no evidence....find not guilty.  Don't make them pay the consequences as if guilty of your parents unhealthy behavior."
434,I think my wife is running from the pain of losing our first born,"I'm sorry that you lost your first born child.  Death of a child always leaves a permanent reminder to the parents of a very painful time in their lives.The good news is your awareness that you and your wife are not connected in a satisfying way.There are many possible areas to examine in your relationship as partners and as parents.If what you write here are your observations and theories about your wife's outlook and conclusions, then the first step is to directly have conversations together on the topics you write here.What needs clarifying is what her reasons are for wanting to leave the marriage.Often, a crisis such as a child's death, motivates someone to look deeply into other intimate relationships.  Keep in mind that looking deeply doesn't necessarily mean leaving the marriage.Also, be aware of your own frustrations and marital discontent.  Be ready to talk about your feelings and uncertainties.There is no such thing as one happy partner in a marriage and one unhappy partner.   Each person is part of a system and can only be as satisfied as their partner.The conversations that open relationship hurts and disappointments, hold a lot of emotion.  They are difficult to keep on track.Best recommendation is to find a couples therapist who will be neutral to each of you as individuals, and help both of you examine the true health of the relationship."
435,"I told my family doctor yesterday, that I am hoarding my Ativan pills. Is he legally required to tell my psychiatrist or therapist?","Your doctor might be required to tell your psychiatrist - especially if your doctor is concerned about your safety.It was definitely a good thing that you told your primary care physician about what is going on.  I know that must have been difficult to talk about with him.  By having that conversation, you are helping your primary care physician and your psychiatrist work together to best support your health."
436,I want help with how to deal with my abused daughter,"Sorry to hear about your high degree of stress.How old is your daughter?Who abused yours daughter?The answers make a difference to your decision.Obviously if the father was the abuser, then unless your ex demonstrates to you and you believe, he will not abuse her, your daughter should stay with you.If someone other than the father was the abuser and the father has a good relationship with your daughter, then it is possible that the time away from your household will give each of you time away from arguing with one another.What does your daughter tell you she wants?Her wishes must be considered too.Relationships can be fixed.   Sometimes being apart helps this process because the two people each have time to reflect more deeply on what they value about the other."
437,I want to be a boy but I can't because of my religion,"Chances are your family already knows, they are probably just waiting on confirmation from you to say it. A parent knows their child."
438,I want to become a better man,"What an important question, and the fact that you're asking it is a big step in the right direction. To answer in detail would require having quite a bit more information about what ""relationship problems"" have occurred  that woke you up to the fact that you're not listening as well as you could and that you're running the risk of losing her.Given that I don't have all that information, I'll offer one simple suggestion. Your girlfriend is the expert on what she needs and wants in relationship. You could simply say to her that you know you still have a lot to learn about how to have a good relationship and you realize you're not yet understanding what she needs and you really want to. Then take a deep breath, settle down, and listen. Don't argue, don't interrupt, don't judge... listen. Let her know what you understand and that you're open to hearing more, learning more if you're not quite getting it yet... and then listen some more. Be present and curious about this person you love dearly and don't want to lose. This is the first step toward intimacy."
439,I want to feel more comfortable around people,"There's a lot of layers there to your situation, and I'm focusing on two layers that may be contributing to your feelings of discomfort around others.  One layer is the daunting news that your son has autism.  Many parents can feel overwhelmed and distraught with this diagnosis.  The vast array of treatments available is daunting in and of itself at times to wrap one's head around.  Taking time to reflect or seek out therapy regarding how this diagnosis has impacted you may be helpful.  Some parents feel their individual identity gets lost in the diagnosis because they have dropped everything to help their child, and others may experience guilt.  If either of these or other feelings come to the forefront for you, it may be worth working through them with a therapist.  A support group list is available through www.autismspeaks.org and may help connect you with others raising children with autism.A second layer is the abusive relationship you were involved in.  The trauma you experienced in this relationship may have a very meaningful impact on your ability to trust and to be intimate with others.  Engaging with a therapist can help facilitate the healing process, as well as paving the way for more comfortable and trusting relationships."
440,I want to get back with my kid's mother and be a family again,"How you you expressed your regret and taken responsibility for the pain thus far? Repair is a very essential skill in and part of developing healthy relationships. Your love sounds deep, sit with that. Also sit with how she's been hurt. You get to feel your hurt too and your kids. In feeling all this you may also find our way to the repair. If feeling all this is tough to take on, seek out a local therapist to support your process."
441,"I want to have a threesome with my husband and another girl, but I feel really nervous","As someone who specializes in sexuality and polyamory, I can tell you that your experience is incredibly common. It can be helpful to keep in mind that alcohol lowers our inhibitions, and for first time threesomes or any new sexual behavior really, we humans tend to enjoy a little extra oomph to our courage levels. That being said, it also lowers our ability to make well thought-out decisions. This combined with the brain rewarding novelty (new lover, new experience with our partner etc.) and maybe even some over-zealousness and performance anxiety could likely explain why your husband was on her more than you. My encouragement to you is to try not to overthink it at this stage. Now, IF you two choose to bring her or someone else into the bedroom again and a similar thing keeps happening, I would definitely push the issue and see what's up from his perspective.The empty feeling could be any number of things including:Fear that ""you're not enough for him""Fear that ""she's better than you"" in some wayFear that ""if we keep doing this thing, he will need it and what happens if I no longer want it?""Opposite fear of ""what if I now want her more than him"" or ""if I want the threesomes and he doesn't?""Fear of ""does this mean our sex life isn't good enough as it is?""....""do we have to always add a little spice to keep it hot?""Or like Robin alluded to, preconceived notions about what culture, religion, family and friends etc. say about what marriage and sex ""should"" look like.  I also agree with her encouragement to explore the empty feeling further and see what nuances of other feelings are in there...jealousy? insecurity? shame? regret? longing?  When you can identify and name them, they are easier handled. Some of the resources I recommend poly/ sexually open couples are:“Love in Abundance: a Counselor’s Advice on Open Relationships” by Kathy Labriola“The Jealousy Workbook: Exercises and Insights for Managing Open Relationships” by Kathy Labriola“Rewriting the Rules: an Integrative Guide to Love, Sex, and Relationships” by Meg Barker“More Than Two: a Practical Guide to Ethical Polyamory” by Franklin Veaux & Eve Rickert“The Game Changer: a Memoir of Disruptive Love” by Franklin Veaux“The Ethical Slut: a Practical Guide to Polyamory, Open Relationships, and Other Adventures” by Dossie Easton & Janet Hardy“Opening Up: a Guide to Creating and Sustaining Open Relationships” by Tristan Taormino“Open All the Way: Confessions From my Open Marriage” by Sadie Smythe“Henry and June: From ‘A Journal of Love’ – The Unexpurgated Diary of Anais Nin (1931-1932)“Personally, I find your cravings to be healthy and quite normal. The key is to make them work well for you and your partner(s). Robin's also right about communication being key. Some of the suggested resources above can help get those conversations started. And if you need further assistance, absolutely I would find a sex-positive, poly-positive counselor to chat with.Best of luck to you!Tamara Powell, LMHC"
442,"I want to have sexual experiences with adults, male or female","The thoughts you are having are just thoughts.  Not actions.  It is your choice whether you act on these thoughts.  If you decide to explore having sex with adults of different genders that is great.  If you find yourself obsessed with sexual thoughts, you may want to see a cognitive-behavioural therapist.  Take care."
443,I want to make my own decisions,"If the only way the relationship you have with your mother feels ""okay"" is when she is the only one who makes decisions concerning your life, then this only seems ok.In fact it is not okay for one person to be the authority for another person unless the one for whom this is being done, does not have their own ability to think for themselves.Separating your own wishes and way of handling life matters, from your mother's point of view, may be difficult.First, realize you need to get familiar with feeling at ease with the idea of deciding matters for yourself.You'll need practice until you feel comfortable.Unless, if you've been thinking through decisions you'd like to make and the idea of your mother's anger is the only point which stopped you, then you may almost instantly start living in a liberated way of running your own life.Basically, it is right and fair for you to have the chance to live your life the way you feel is best.   Be prepared that your mother may disagree with you and that her disagreement is not a reason itself to not do what you believe is in your best interest."
444,I want to stop physically abusing my girlfriend,"Hi Baton Rouge,I'm glad you're reaching out. The first step here is that you are taking some responsibility for your behaviours. I do hear you minimizing your actions (you say you don't ""hit her enough to cause harm""?), but you're headed in the right direction. I hope that in your pursuit of treatment you learn that the harm you're causing isn't just superficial bruising. The effects of using aggression and anger to control a person are deep and lasting wounds. Please seek treatment for yourself immediately.You say you love your girlfriend? Do you love her enough to leave the relationship while you address your issues? Are you brave enough to not lean on this relationship while you learn how to create a safe place for a partner?You have dangerous habits because you don't know how to manage your own emotional pain. You can unlearn this; and it doesn't mean you're a bad person. Sometimes, however, the relationship in which you have done the hurting is best ended, for both of your sakes, because too much damage has been done.I know you don't want to lose her, but you don't own her, and you don't have the right to trap her in this because you're afraid of being alone. Right now, she needs some space to figure out what's best for her and the freedom to make whatever decision she wants. This is potentially the first step to learning real respect; honouring her need for safety above your need for comfort. I wish you well."
445,"I was duped into getting married to a therapist, but once her immigration status was secure, she bolted","I'm sorry to hear about being taken advantage of by your former wife.On the positive side, think of how much you learned by going through this very painful time.Maybe you are naturally very generous and caring, to the point of expecting very little from the other person, for example.Consider yourself in a favorable position to not feel like going out right now and meeting a new person.   Your spirit is guiding you to stay put and recuperate from this ordeal, review for any signs you may have been more trusting than merited by the person's behavior.There's a natural flow to what we're able to handle and when we have renewed capacity for new adventures.There's no reason to assume that you'll never trust another woman again.  The first step is re-building trust in yourself to step into a new relationship.   There is no designated time line.  You'll simply feel more ready than you feel now.Very unlikely that you'd ever place yourself in a similar situation to the one you're currently recovering from.Good luck!"
446,I weigh over 220 pounds and I am 16 years old,"Hey!  I am so impressed with your efforts to ask questions, to figure out how to change the messages that you hear (and say to yourself), and to get support!  And it sounds like you want to make some changes in your life!  Take a walk over to the counseling office at school, the school nurse or consider reaching out to your Pediatrician’s office. You don’t have to have your parent’s permission to seek support for yourself!  And maybe taking control of your support network will give you the strength to make even bigger decisions about your health!  I am rooting for you!  Be Wise!"
447,I'm a 19 year old male with low self esteem. I've always been very closed off about my feelings and problems,"Hey!  It takes a lot of courage to share your feelings with someone!  And it sounds like you have been lucky to meet someone who makes you feel safe enough to explore some of your more painful feelings.  A big part of the process, however, of strengthening your self-concept is learning how to tell yourself those positive messages that you heard from your friend!  Leaving for college may also be contributing to your feelings of unsteadiness.  Try this - Make a list of all of the positive things that you know are true about yourself.  Ask your friends and family to contribute to the list.  Then carry it with you in your wallet - and when you need a self-esteem boost, take a look at it!  You are in a season of life that presents lots of challenges and opportunities.  Reach out to your long-distance friend when you need support - and take a walk over to the campus counseling center and check out what they might have to offer.  Be Wise!"
448,"I'm a mess physically, mentally, emotionally, and spiritually","The fact that you're reaching out says that there is something in you that wants this to be different, and that drive might be something worth tapping into. ""Why do I keep trying?"" is a question that might give you some insight into what it is in you that keeps you going. A lot of therapists/counselors are now offering video therapy. As long as you're in the same state as a therapist offering this service, you could connect with someone helpful from the comfort of your home, even being in your small town. I'd recommend looking into this option, because you're asking a lot of really deep questions and might benefit from having those conversations with someone who can help you find your own answers."
449,"I'm a teenager, and I want to have a baby with my boyfriend","Hi Athens, When a teenager wants to have a baby, it's usually for a specific, and not healthy, reason. Do you maybe hope that a baby will cement your relationship? It doesn't work that way. Do you yearn for a person who will love you deeply? Babies don't give to us; we give endlessly to them. I urge you to talk to someone you trust about why you want to speed up your life by being a parent before you are fully grown emotionally. A relationship that is one month old is not stable enough to support a change like this. You're only starting to get to know each other. I wish you well and hope you talk to someone."
450,I'm addicted to smoking. How can I stop?,"Hi. Good for you in planning ahead to do what's healthiest for your baby (and yourself). That's a great first step! It's also good that you are able to identify that it's not always a physical need that's driving the addiction.For the next steps, I would suggest trying to figure out when the psychological cravings for a cigarette occur. The psychological (or mental) cravings are usually based out of habit, such as having a cigarette after a meal. And if you're consciously trying to quit, you'll find the craving starts with simply thinking about having a cigarette, then usually moves on to thinking about how good it made you feel, etc., etc. Well, if I'm on a diet and I continue to let myself think about the ice cream sitting in the freezer, eventually I'll give in and eat it.You're going to have thoughts about smoking a cigarette. That's normal and, for the most part, out of your control. But you choose whether or not to CONTINUE thinking and dwelling about it after that initial thought. That's what you would have to work on changing. When you have that initial thought, acknowledge it (""Ok, I kind of want a cigarette now.""), but then change the thoughts that typically follow. Distract yourself, think about something else, do something else, whatever it takes to get your mind off of that cigarette.I've suggested to clients before that they should plan these scenarios out ahead of time so they already know what they're going to do when the time comes. Write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it. Eventually, it will become easier and easier to brush off that initial thought until you no longer have it.Best of luck, and you have a really great motivator to quit - your baby!"
451,I'm attracted to my boss,There are many possible ways dating your boss could go awry and jeopardize your occupational well-being so my recommendation is to hold off on presenting your boss with a personalized gift and instead focus on building attraction and romantic interest with someone who is not at the workplace.  Sometimes the element of power and unavailability can heighten our sexual interest but that doesn't mean it's a healthy idea to pursue someone who is in a position of power over you at your workplace.
452,I'm concerned about my 12 year old daughter,"It is great that you are noticing these changes with your daughter. I can’t offer advice without knowing much more about your particular situation but some things to think about:Has something else happen recently that has been stressful, upsetting?Is your daughter trying to communicate something to you and if so what might that be?Have you discussed these recent changes with her? (Without being too serious or accusatory)There is so much changing for her (and you) now-communication and connection are crucial. I hope you both can talk to a supportive person about all these changes."
453,"I'm dating a boy that my religious parents don't like, and I'm having trouble finding my identity","What a tough situation you must be in, feeling torn between your parents and someone who is very special to you. I would say the first thing you want to do is (if you haven't already), have a calm reciprocal conversation with your parents, telling them how you feel and letting them know what you need from them. If communication attempts are unsucessful then you will need to make a decision with how you would like to move forward. You, unfortunately, will not be able to change your parent's feelings or opinions but you can agree to disagree on certain matters by keeping them separate from the relationship you have with your parents. It always helps to try and see things from another angle. You might want to, for example, try and understand your parent's perspectives and let them know you understand that they are upset. Validating other's feelings can be very helpful with communicating effectively. Are you living with your parents and do they support you? If so, are you willing to give that up should you decide to not follow their rules? Know that there is nothing wrong with being happy with someone or loving somebody so deeply. Your feelings and actions certainly do not make you brainwashed or a devil worshipper. Not everyone will always approve of the choices we make and sometimes we need to be okay with that. Best of luck to you."
454,I'm depressed and unable to connect with people after my breakup,"Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!"
455,I'm depressed because my mother kicked me out after having a child,"Congrats on the birth of your son!Was your mom's request for you to leave her house, one which she asked awhile ago or was this her greeting when you walked in the door?My question is whether your mom had some changed circumstance in her life, whether she and you discussed living arrangements prior to your son's birth, or whether nothing was talked about, you assumed you'd be living with her, she assumed you wouldn't, and the two of you didn't speak to one another about any of this.Depending on the answers, there may be clues as to handling future expectations of others, especially your mom.From what you write, the women's home is supportive of your basic daily living needs.   It is good news that the people who run this home know and offer community resources.In your interactions with the staff of the women's home, ask all the questions necessary so you'll have a clear understanding of the apartment lease, anything at all that is on your mind about becoming employed and finding childcare.The point is to have all the major steps you're about to start, addressed.This way, you'll be minimizing the possibility of any sudden bad news by the women's home, told to you.Sending lots of good luck!"
456,I'm depressed because my wife is divorcing me and I haven't seen my child in a while,"It's hard to accept the end of a marriage when it's not your choice; you feel powerless, abandoned and unwanted. Your wife has the right to decide not to be in a marriage with you, and a therapist can help you accept and move through this change that has broken your heart and left you lost. You don't indicate why you haven't seen your child, and you may want to consult with a lawyer about the laws in your area and how to gain access to your baby. Therapists don't intervene in these ways. The marriage may be ending, but your role as a loving father is only beginning.  You can focus on giving your child the gift of two parents who respect each other."
457,"I'm desperate for attention, and I don't know what to do about it","Hi Michigan, Good for you for recognising a destructive pattern. This behaviour, although it might get you the attention you want initially, will ultimately drive men away because it's not respectful of them. My gut says that you learned early on in life that your value is in your sexuality alone. That's a powerful thought. You are certainly acting as if this is true. If you believed in your value as a person, you would be less afraid of deeper relationships and intimacy in general. If I were your therapist, I'd have many questions for you and I would need to understand a lot of things about you and your past to help you sort out where this idea about yourself came from. I'd suggest reaching out to a qualified therapist who can help you get to the root of this behaviour. Good luck!"
458,I'm disgusted by my own fetish,"Try to understand your own ambivalence to having your wish fulfilled.Since you and your wife are in a relationship, the sex she will have with another man will affect emotions in both you and your wife.I suggest you and her prepare emotionally before you both go ahead with the sexual arrangement,By anticipating any jealousy or feeling helpless or out of control, or in control, since it's your wish being fulfilled, all the feelings you and her are able to expect, you'll be more prepared for the actual emotions from the episode, which may also resolve your conflicted feelings about creating the event.There are a lot of unknowns in the situation you're considering.  Having your partner, who will be key in satisfying your sex wish, be active in understanding these unknowns, is a good way of keeping your relationship strong overall."
459,I'm experiencing panic attacks when I'm physically separated from my girlfriend,"I’m sorry to hear that you are currently experiencing panic attacks. I hope that the medication you have been prescribed has provided you with some relief. Unfortunately, I don’t feel that moving in with your girlfriend would alleviate your anxiety. Although you may feel very anxious about leaving her, your body is reacting to this stressful event in your life in an unhealthy manner. You may be able to render this particular situation but it’s likely that you may experience another panic attack when an additional stressful event arises. Therefore, it is essential that you address the reason for why you are experiencing panic attacks in the first place followed by practicing coping mechanisms in the case that one would arise in the future.Talk therapy has shown to be effective with those affected by anxiety along with breathing exercises and yoga. A trained therapist will be able to assist you in finding the right stress reducing method so that you can reduce the chance of another attack occurring.I wish you the best of luck! It sounds like you are very happy in your relationship and I hope you are able to reduce your anxiety so that you are able to enjoy one another."
460,I'm falling for my abusive and cheating ex-boyfriend,What you are experiencing is common with survivors of abusive relationships. Even abusive relationships have positive moments in them and typically for survivors those are things they still love and care about of the abuser. A lot of it could also be grief over the loss of the relationship and also your children. A lot of time people return to thier abuser because that’s the only support that they have. If this is something you are going through I would encourage you to seek out a domestic violence non profit in your area because they can provide you with additional support.  I don’t know the whole situation but keep in mind that abusers will make promises and say what they think the other person wants to hear to get them to return. Attached is an example of what I am talking about: http://www.bfwc.org/pdf/Cycle%20of%20Violence.pdfBased on what you decide I would encourage you to keep  caution and boundaries. It might be helpful to safety plan with a domestic violence non profit.
461,I'm going through depression right now and my relationship is suffering,"Hi there. Thank you reaching out for help. It takes a lot of courage for someone that is being abused to reach out for help. I want you to know that I am here to help you in any way that I can. First and foremost, you did not mention whether or not you had children yourself by this man. I’m going to assume there are. So, the most important thing right at this moment is asking yourself, if you and your children are safe? Is the boyfriend currently living in the home or is he coming and going? If he is coming and going or currently living in the home, my suggestion for you to is to pack a bag for you and your children and go somewhere safe (i.e. family members home, friend or a shelter temporarily). I cannot stress this enough. Although, some people tend to minimize their abusers behavior (i.e. they only do it when they are drinking, they only do it when they are mad), it’s those individuals that find themselves or their children in a serious situation. So, you can never take abuse (physical or mental) lightly because you never know what is going through that persons mind at that particular time. It’s always better to be safe than sorry. Secondly, it will not be safe, helpful or productive to attempt to talk to the abuser about your relationship. Abusers often times try and manipulate you into staying by apologizing or attempting to justify their behaviors. This is the time you would want to go see a magistrate in order to get a protective order for you and your children.It’s unfortunate that your significant other was involved with another women causing pregnancy; however, that is no longer your concern. Your concern at this point is keeping yourself and your children safe. I would also suggest counseling for you and your children in order to work through these issues. I hope this was helpful and please stay safe and take care of yourself."
462,I'm going through dysphoria,Wonderful!  I am so excited for you.  What a huge decision.  I am writing from Toronto Canada so it is hard for me to direct you specifically.  I would start with two things 1) Find a doctor that is comfortable perscribing hormones and 2) find a Counsellor or Therapist that is transgender specialized.  They will know how transitioning works in your health care system and other supports as well.  Google is a wonderful way to find these resources.   I wish you well. Thanks for writing!
463,I'm having a hard time with a breakup,"Probably being sad to lose the relationship would be a good next move for you.When a relationship ends the daily life structure changes significantly.  A break up means adjusting to differences in everyday life, not only that the person is no longer connected with us.Since your boyfriend isn't talking to you then you're keeping yourself sadder than necessary to not accept his actions.  There's nothing you or anyone else can do change the fact that when someone decides to stop talking, this person is the only one who's in charge to start talking.Maybe since you've had several breakups w this person that you require more time to pass before you're willing to accept that his changed interest in the relationship is permanent.Be patient with your uncertainty as to whether he will or will not resume the relationship.  Once enough time passes so that you're considerably past the point at which you and he come together, then accepting his leave-taking will feel natural.Right now its very understandable to have hope since you've been on this road before.  In time you'll have your answer as to whether your future is with him or not."
464,I'm having a lot of conflict in my relationship,"Being able to accept your partner's influence is a key relationship skill. And it's very two sided.  Chances are if you don't feel your partner is being influenced by you, they likely don't feel you are being influenced by them either. The best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence.  Play with it."
465,"I'm in a relationship, and I think I like my ex-boyfriend. Who do I choose?","Hello. The dynamics of having a romantic relationship with someone is not always clear. Sometimes we jump from one relationship to another without giving ourselves a chance to adjust and grieve for the one we had to leave behind. When you find yourself in a situation where a previous partner is coming back into your life and desires to be with you again, it is important to ask yourself what the motivations are prompting that return. Is the person afraid of being alone? Are they jealous of your current relationship? Do you feel the same way about this returning relationship as you did before it was ended? How long and/or how committed is the current relationship you are in now with your current partner? Does your former partner not like being ""dumped"" and maybe they just want to get back together with you so that they can ""dump"" you instead? Some of these questions you may not be able to answer, and some of them might require your own internal reflection.You likely want to make a good decision, and you also might want to consider who it will impact, and how that will happen. Other friends might be upset at this sudden change, and it could create a strain on your friendship. You will want to carefully consider the value of that friendship before you take any actions that could damage it. Also perhaps think about what led you to end the relationship with your previous partner in the first place. Has there been a change in events or behavior that would cause you to think of a valid reason to give that person a second chance? How it will it impact your current relationship?Going into relationships should be done with reflection, patience, and full awareness. Ultimately you choose who is in your life, so you want to make those choices based on appropriate decision making, and with the ability to protect yourself from harm. No one else can make this choice for you. However, gaining the insight of friends or family can be helpful, as can seeking out the counsel of a therapist. In your heart, you will likely find the right answer. Learn to trust that more, as that is where the core of emotion tends to be when you need it. Use your mind to analyze things, but allow yourself to also feel your way through the situation too. The answer will arrive if you let it."
466,"I'm in high school, and I want to be a psychologist","It's a great idea for you to reach out to find a psychologist to talk to if this is a field you might be interested in pursuing. Regarding the length of schooling, it generally takes 4 years of college and an additional 4 to 7 years of graduate school to earn a doctorate degree to become a psychologist. There are also other similar professions, including counseling that don't require a doctorate degree. Licensed counselors generally completed 4 years of college and an additional 2 years of graduate school. If you are thinking about a career in psychology, the local APA chapter would be a good place to start to find a local psychologist to talk to. Here's a link to the NJ APA chapter:https://www.psychologynj.org/"
467,"I'm in love with a sex offender, but my family doesn't accept him","Thank you for your question. Trust is a huge thing in relationships and when that is broken, or perceived as being broken, it takes a long time to repair. From what you shared, it sounds like your boyfriend took steps to correct the situation and has shown to be trustworthy since. Unfortunately, no matter how much we apologize for something we did or for something others perceive we did, there will always be those with hardened hearts and will not forgive. If you feel confident in your relationship, then trust your inner wisdom. We cannot control others but only ourselves. Respect your families wishes to remain in unforgiveness while at the same time, ask them to respect your wish to believe in him and be in this relationship. Good luck to you."
468,I'm just not happy with my marriage,I’m sorry you are experiencing this and I’m glad that you are looking for help and support. I’m not sure of all the details so take from answer what you can. If you are feeling unsafe or scared in your relationship please know that there are non profit domestic violence services that can help and provide you some more support. They can also safely plan with you if you choose to leave. It seems that you might be feeling defeated and if that’s the case a lot of domestic violence non profits provide free counseling if you are needing to talk to someone. What you are going through can be overwhelming and your are taking the right steps toward healing
469,I'm losing my husband because my lack of sex drive,"I’m sorry to hear about your current situation. My heart goes out to you during this time.First of all, it is of vital importance that you discuss your symptoms with your doctor. Regardless of whether you are able to mend your relationship with your husband, you need to address the physical issues you are experiencing. More than likely he/she will be able to help you relieve some of these symptoms.Secondly, you must be upfront and honest with your husband. Intimacy is a large part of a relationship and it is unfair to your husband that you did not disclose how you were feeling. I think he would appreciate knowing that it was your medical problems causing the lack of sexual desire as opposed to the reason being him.If you explain to him that you are addressing your sexual issues with your doctor in order to enhance your relationship, he may be more willing to see that you are serious in wanting to mend the relationship. The conversation will be hard to explain to your doctor and your husband since it is of such a personal nature but it will be extremely beneficial. And please note that the reason for the feelings you were experiencing (or lack thereof), was not your fault.Best of luck to you and your husband!"
470,I'm not comfortable with my girlfriend showing off her body on social media,"Ask her to consider your feelings not only her own defensiveness that she is called a whore by you.Clearly since you're writing on a site which offers psychological and emotional support and guidance, you do not consider your gf to be a whore.She may not realize or considered that you are somewhat protective of who sees her body.   In the end she may not want the privacy over her body which you are encouraging her to have.At least you will have the satisfaction to know you stated your actual reasons for your request, and did not rely on the ones she imagined you have."
