,Questions,Answers
411,i have voices in my head,since you realize that hearing voices in your head is not usual for you then definitely there is a problematic situation happening within your awareness of who you areif you recently started taking a new drug or increased dosage of one you already were taking and the voices started shortly after then yes it is possible medication created your problemstart by telling whoever gave you the presecription about the problem you are havingcrazy has some flexibility as to whether someone is this way or notcertainly a very positive sign that you are not crazy is that you are selfaware of a problem within yourself and you are responsible toward yourself and making effort to address this problemcrazy people usually do not do responsible behaviors
412,i just feel so alone,we feel alone because we are not comfortable with being our self when you find that nobody is around do you feel alone your never alone once you take the journey to really understand who you are and unconditionally loving all that is you there will never be an alone moment we seek outside of self to fill inside this is the big lie of the planet all you need and have ever needed you supply yourself wwwlifecounselingorlandocom
413,i just found out my boyfriend has been cheating on me,cheating is often a sign that something is amiss in the relationship his fear may be full of information while it is possible to repair relationships after a betrayal it is also challenging to do especially so early in your relationship i cannot tell you if you shouldshould not give this relationship a second chance but i will tell you to tune into your own intuition 
414,i just lost my grandpa,losing someone you love someone who has been there from your very first days is really hard  look for a local hospice support organization in your community  grief groups and counseling are often available through these centers  do not just tough it out and wait for your sadness to fade  your grandfather would not want that for you  take extra good care of yourself and get some support
415,i keep on changing my life when things get tough,there's a quote i love that says wherever you go there you are and the book by the same name by jon kabatzinn may be very helpful for you the thing about changing things up when they get tough is that they often are not the things that need changing the awesome thing about it is that when you work on the internal aspects that may need attention you can learn to find a sense of centeredness that comes with practicing mindfulness and asking yourself who you really are and want to be through this deeper work you can actually be in the midst of chaos and still feel that calm and peace within yourself if you look for support in this journey from a counselor or therapist i would recommend looking for someone offering acceptance and commitment therapy or mindfulnessbased cognitive behavioral therapy  also helpful may be the online program of mindfulness based stress reduction found here there are inperson programs across the country but this online selfguided version is free and a great resource
416,i lie to my mom about my relationship,i understand that this can be difficult when you care about someone have you had a discussion with your mom as to why she does not want you and this boy to see each other and what her concerns are it sounds as though you and your mom may be able to use some help with communicating and compromising it is understandable that you do not to feel comfortable having  to lie to your mom it  would be helpful if she could understand that you having to lie to he is getting in the way of you being able to go to her with any issue and  feel she will hopefully understand or try to understand where you are coming from  have either one of you been in family therapy this may be something you may want to suggest to your mom to help you both understand where each one is coming from if your mood is sad and your feeling worse it is important that you reach out to an adult parent person at school whom you trust to share your feelings and help you feel understood and work through your problems
417,i lied to my mom then felt bad and told her the truth,it sounds like you have already learned that just being honest is often the best approach what do you think about telling your mom how you are feeling  she might really appreciate it if you also let her know that regaining her trust is really important to you
418,i lost my mom and i feel like i am depressed,i am so sorry about your loss  losing someone you love is always difficult however losing a mother is a significant loss in a daughters life  what makes this loss complicated is that it appears you have also had a loss in your relationship with your sister  it is difficult to know what happened with your sister with the limited information you have provided but what i suspect is that there are some unresolved issues between the two of you and that she may be projecting her pain on to you  it is important to remember that your sister is also grieving the loss of your mother and may not be dealing with it in a very healthy way  by her bringing up your relationship with your mother and suggesting that you were never close to her is her opinion  only you can define and determine what your relationship was like with your mother  if there is truth to this then it may be something you may need to talk about with a counselor   there could be an added layer of ambiguous loss in that you are not only grieving her physical absence but could be grieving the loss of a relationship you wish you could have had with her and the realization that you never will  you and your sister are both in the heart of the grieving cycle  when two people are grieving the same loss at the same time it is difficult to provide support to each other because of their own struggle even if they both were on good terms with each other  depression is part of the cycle of grief  it is absolutely normal to feel sad as well as experiencing other depressive symptoms   anger is another phase of the grief cycle  your sister may be stuck in the anger phase not wanting to connect with her own feelings of sadness so this may be why she is being hurtful towards you in projecting her anger onto you in order to avoid the vulnerability of experiencing her own grieffinally it appears that your depression proceeded the loss of your mother and is making your experience with grief more complicated  were you officially diagnosed and treated for depression prior to your loss  depression in grief is different than a depressive mood disorder  depression can be situational or related to genetics undiagnosed health issues stress trauma or other potential risk factors  if you have a family history of depression you are more susceptible to have depression  it would be wise for you to discuss this with a mental health provider and if necessary get treatment through counseling and medical interventions
419,i need help controlling my anger,i need help controlling my angeranger is like a blanket that contains other emotion from bursting out and serves as a shield to protect us when we are not able to manage external issues   anger also helps us understand that there’s something wrong that needs to change  once we understand that something else caused us to feel angry then we can explore the source of anger ask yourself why am angry am i hurt disappointed confused embarrassed etc  once you find the answer explore how often that happens and what’s your reaction  then explore how else you could respond or react  you could use istatements as a way to communicate your true feelings to your girlfriend or whoever is involved in the scenario  this is a good exercise to practice with your counselor or mental health provider because many unresolved issues may arise during this exploration especially if you have been angry for a long timealso it is important to understand the difference between anger and aggression and learn to manage our anger before we act on it  anger is a feeling aggression is when you act out your anger physically verbally and psychologically  find ways to vent crying or sweating will help to release your anger and balance the chemical response that our body creates when you become angry  physical activity and meditation exercises can also provide a break when you manage strong emotionsnecesito ayuda para controlar mi corajeel coraje es como una manta que cubre otras emociones evitando que se desborden y sirve como un escudo que nos protege cuando no podemos manejar problemas externos  el coraje también nos ayudo a entender que hay algo mal que debemos cambiar  cuando entendemos que algo mas causo el coraje entonces podemos explorar la fuentepregúntate a ti mismo ¿por qué tengo coraje estoy herido decepcionado confundido avergonzado etc  ya que encuentres la respuesta explora cuan frecuente tienes esa reacción  luego explora como puedes reaccionar en otra ocasión  puedes usar expresiones del yo para comunicar tus verdaderos sentimientos a la persona envuelta en la situación  esto es un buen ejercicio para practicar con tu consejero o profesional de la salud mental ya que otros conflictos sin resolver pueden surgir durante este proceso de exploracióntambién es importante entender la diferencia entre el coraje y la agresión y aprender a manejar el coraje antes que actuemos  el coraje es un sentimiento y la agresión es cuando expresas tu coraje agrediendo a alguien física emocional o sicológicamente  encuentra maneras de desagotare llorar o sudar te pueden ayudar en este proceso al balancear la respuesta química que crea el cuerpo cuando estamos molestos  el la actividad física y la meditación también pueden ayudarte a relajarte y tomar un descanso cuando manejas emociones fuertes
420,i need help coping with depression as a result of stress,i could not help but notice that you did not specify your age so i am unable to set the total chronological order and length that you have suffered in this way but i want to start by commending you on seeking out additional coping techniques on your own  unfortunately it sounds like you were offered some that were more dangerous than helpful but be proud that you were able to curb those before they caused too much harm from what you have written stress has always been a difficult thing for you to manage  often when i am working with those who offer the same concern there is a degree of people pleasing that comes with that stress  when we are trying to make others happy especially when we are unable to distinguish the proper rules for success it can make even the simplest of tasks overwhelming stress management is just that management of our own anxieties about the needs of others about our skills and the ability to complete a task and having multiple requests at any given time each of these aspects requires a separate sets of tools to manage them accordingly for example assertiveness communication training could aid in communicating with your colleagues to manage their expectations of your deadlines and abilities but it will not assist you with managing your own anxieties try to separate the different areas of the problem in order to help yourself to find a solution and work on them in their own time perhaps keeping a journal will help you to better understand why you are so easily overwhelmed by stress and help you track some of your lesshelpful responses to stress for example does a certain persongs style of communication always make you feel undervalued and therefore push you to finish their requests first is there a certain time of the day where you start to fall off in productivity  is that the time fo the day where you also tend to pile up your requirementstry to ask yourself some of these harder questions and see where they lead you
421,i need help with my severe claustrophobia motorphobia and anxiety,not having support from your family for such a significant problem is a problem itselfhow about your friends are any of them nurturing or treat you kindly when you bring up that you have got this problemare any of your friends willing to accommodate the fact that right now you have got panic attacks from driving and being a passengermaybe being and feeling accepted while you are in this current phase of your life would help diminish the panic attacksif no support is coming to you then a next step would be to evaluate the relationships in your life and to develop standards and expectations of others especially that they are considerate of your great need at this timeits possible you are bearing the emotional burden of a lot more people in your life than yourselfif no one wants to show they care about this situation then release yourself from trying to please and satisfy everyone's wish that you be better while they ignore your need for their supportbe realistic in what you are able to give back to people who want to be blind to your emotional needthinking this way will at first raise your anxiety level from fear of losing everyone  eventually you will stabilize within yourself and know that all you are asking for is some support for having a tough time hopefully the others will be more responsive to youif they do not you still know that you are being reasonable for what you would like
422,i need to know how to cope with misophonia before i go completely insane,probably good to know in what type of situations you are in which you are hearing mouth breathing and snoringif you are sleeping beside your partner who does these actions would have a different response than if you overhear mouth breathing and snoring from a family member who is napping on the couch and you are walking past them on your way to take a snack in the kitchenbasically if the person who does these actions which bother you start by telling themdepending on whether they are empathetic to how distressed you are from their sounds or not willing to change or not has a good deal to do with next stepsi do not really see any step you are able to take to solve that you are sensitive to human sounds from the headone path i do not recommend is expecting yourself to ignore the fact of being feeling bothered or dismissing your own sensitivity someoneyour needs matter
423,i over endulge when i drink alcohol and feel extremely guilty about it the next day,hello i commend you for your courage in taking a look at the role alcohol has in your life it sounds like you are concerned about what happens when you drink too much and i suspect you already know the answer to your question about whether you have a problem or not i imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an addict or alcoholic you might have a problem but that does not necessarily mean that you are an addict i do not have information to know if addiction or dependence or other words would best describe where you are with drinking but it sounds like it is begun to have some negatives so forgive me using words like addict dependence and so on i mean it more as a road map than a diagnosis the feedback i am writing here is very general and does not address physical dependence and many other factors that might apply to your situation  one of the ways to think about substance use is to think of addiction as a disease of avoidance let me repeat that it is a disease of avoidance your ultimate task in living a balanced life is to figure out what you are avoiding and develop other ways to manage those feelings experiences and so on and of course along the way you may want to look at triggers situations biological vulnerability social pressures coping skills relapse prevention planning and so on depending on where you are in your drinking you might very well benefit from expertise and support remember also that alcohol depresses our central nervous system and disinhibits us that means that alcohol is often a substance of choice to relax destress calm down etc also it allows feelings thoughts and behaviors that we usually inhibit to be expressed if you were unfaithful and often angry that is your first signpost for angry drinkers it is often true that you do not drink and then get angry you drink in order to express anger i recommend you find someone you can speak frankly with who is knowledgeable about addiction wishing you the best health and wellness
424,i recently lied to my fiancé about my past,well let's start with the awesome realization you have already had you want to notice that you have triggers that is huge really i find that when people lie it is most often as a defense mechanism which is likely a flag that something does not feel safe what exactly does not feel safe could be lots of different things but the key to notice is that it is that feeling of insecurity that is very likely triggering you it could really help to explore this with therapist perhaps even someone with a trauma specialty  that is not to say this is related to a trauma but more so to suggest that therapists specializing in trauma are very skilled at helping to identify and assist in repatterning your triggers
425,i started dating someone and found out they lied about some things—what should i do,your doubts about your dating partner need to be addressed and solved so you can fully believe him againotherwise how would you actually know whether he is lying to you now or notstart the conversation with him about wanting to trust him and asking for whatever details you feel will give you confidence he is telling you the truthif he really wants to clear your doubts then he will be willing to invest in answering your extra questions or wanting to look through his phone or whatever areas you felt were violated by him in the past
426,i tell my husband i love him but i do not believe it or feel it,sustaining passion in marriage is tough stuff it is a relatively modern dilemma you are facing with perhaps unrealistic expectations of what marriage should be it sounds like your definitions of love and sexual passion have merged together that is both common and confusing intimacy and sexuality within your marriage are bound to ebb and flow resparking your passion will involve growing using your sexual drama and fantasies as windows into discovering your needs and wants  marriage is a people growing process you mature into one another and to achieve fulfillment your continued development will be required
427,i think i can become a transgender but how can i be sure,hello frostproofthinking about becoming transgender and being transgender are slightly different  this is a topic that is best discussed with a therapist that specializes in lgbtq issues  from what you have written it sounds as if you still have some confusion as to where you fit in with the labeling system  while labels provide a means to quickly identify and classify they can also feel restrictive or confining  instead of focusing on fitting into a specific classification explore who you are as a person and celebrate your positive qualities and those things that make you uniquely you  there are many options for you to find a therapist and etherapy is also an option  you can try breakthrough an online service   here is some reading for refection that you may find helpful  yin yang woman man httpdldbzejvk2  what does it mean to be a woman or a man
428,i think i empathize too much,sometimes it is helps to have a name for a problem  it can make you feel less alone as in oh there's a name for this and other people have this experience too on the other hand naming the problem can also make it stick around longer as in now i have a special problem that has a special name and that is an important part of who i ambottom line whether it is a disorder or not you would like life to be easier and not have to be pulled so much by other people's energy and feelings you might want to try imagining that you have a volume dial on your empathy that you can gently turn down to the point where you still feel what's going on but it is not so loud you can also try imagining pulling your own energy back as if you were drawing your energy back home to the center of your own body and being letting go of the other people or characters that pulled your energy out so far this is a way create better boundaries and protect your own vulnerability just like on an airplane where they tell you to put on your own oxygen mask first before helping anyone else your empathy will most likely not really help others if you allow yourself to be depleted
429,i think i have a fetish that might be getting out of control,why not make good use of your unexpected attraction to study the features you consider attractive in someoneattraction based on physicality is normal  as long as you have no negative thoughts of doing harm to the person or yourself which are connected to the attraction you feel and so long as your attraction is not stopping you from doing your daily life responsibilities such as work to take care of your daily needs and any responsibilities you have for other people then eventually it will lose its power on you
430,i think i have anxiety and depression it has manifested an extreme distrust for others,you may be pressuring yourself to be the one person who fixes the relationship  this is impossible because the relationship belongs to both of youhas he told you whether he feels about himself that how he interacts with you is contributing to problems in the coupleis he willing to understand what you are asking of him without shutting down with whatever he is feeling when he feels blamedyour feelings of distrust are the natural outcome of not being properly heard and understood  he is not willing to listen to you so of course you are frustrated and this frustration comes out in all sorts of uneasy feelingswillingness to hear each other in a nondefensive way sometimes requires a couples therapist's assistanceask your husband if he is willing to understand not judge you  be willing yourself to do the sameif after trying and getting nowhere you will know when to stop trying on your own as a couple and to find a specifically trained couples therapistswarning not all therapists are trained to do couples therapy  ask the therapist if they have had specialized training in couples therapyotherwise having a referee type therapy session of what do you think what do you think is not going to do anything except frustrate both of you furthergood luck
431,i think my daughter is stressing too much,watching children go through challenges in their lives is difficult on a very basic level there exists a primal need to protect them from harm the hard part for parents is letting them feel those challenges and working through them as they get older at some point there is a moment that occurs when the role as a parent shifts children no longer need the basics as much as when they were toddlers but rather their needs shift to wanting more support encouragement advice and room to make mistakes this is where the ability to communicate with them letting them direct the sails to gather the wind needed to move is so important keep the lines of communication open and be available to give feedback when they ask for it
432,i think my friend might have depression,sounds like signs of someone who is depressedsince the person in question is your friend offer your friendship to listen to any situations or feelings she has about herself and the way her life is goingdepressed people are often lonely people and feel as though no one around them cares or notices them  your willingness to be available to her may lift her spirits  feeling loved goes a long way to dissolving depressed feelingsalso if in the beginning when you offer to talk there is a high chance she will be defensive and turn down your offertry again on another day and then another daywhen people feel depressed they usually shut down  so you may need a few or several tries before your friend accepts your offer to show her you care about how she is doingalso watch for signs within yourself that your friends' depression is not sinking your emotions  depressed people are draining to be around because they often see and talk about only the negatives and drawbacks of situations
433,i think my trust issues are going to end my relationship early,if you thing your trust issues are going to end or affect your relationship it will because you are being baggage from your parents into this relationship  do not allow their problems to become your problem  you did not mention that your partner in your present relationship have done anything to make you not trust them  like in the court of law if no evidencefind not guilty  do not make them pay the consequences as if guilty of your parents unhealthy behavior
434,i think my wife is running from the pain of losing our first born,i am sorry that you lost your first born child  death of a child always leaves a permanent reminder to the parents of a very painful time in their livesthe good news is your awareness that you and your wife are not connected in a satisfying waythere are many possible areas to examine in your relationship as partners and as parentsif what you write here are your observations and theories about your wife's outlook and conclusions then the first step is to directly have conversations together on the topics you write herewhat needs clarifying is what her reasons are for wanting to leave the marriageoften a crisis such as a child's death motivates someone to look deeply into other intimate relationships  keep in mind that looking deeply does not necessarily mean leaving the marriagealso be aware of your own frustrations and marital discontent  be ready to talk about your feelings and uncertaintiesthere is no such thing as one happy partner in a marriage and one unhappy partner   each person is part of a system and can only be as satisfied as their partnerthe conversations that open relationship hurts and disappointments hold a lot of emotion  they are difficult to keep on trackbest recommendation is to find a couples therapist who will be neutral to each of you as individuals and help both of you examine the true health of the relationship
435,i told my family doctor yesterday that i am hoarding my ativan pills is he legally required to tell my psychiatrist or therapist,your doctor might be required to tell your psychiatrist  especially if your doctor is concerned about your safetyit was definitely a good thing that you told your primary care physician about what is going on  i know that must have been difficult to talk about with him  by having that conversation you are helping your primary care physician and your psychiatrist work together to best support your health
436,i want help with how to deal with my abused daughter,sorry to hear about your high degree of stresshow old is your daughterwho abused yours daughterthe answers make a difference to your decisionobviously if the father was the abuser then unless your ex demonstrates to you and you believe he will not abuse her your daughter should stay with youif someone other than the father was the abuser and the father has a good relationship with your daughter then it is possible that the time away from your household will give each of you time away from arguing with one anotherwhat does your daughter tell you she wantsher wishes must be considered toorelationships can be fixed   sometimes being apart helps this process because the two people each have time to reflect more deeply on what they value about the other
437,i want to be a boy but i cannot because of my religion,chances are your family already knows they are probably just waiting on confirmation from you to say it a parent knows their child
438,i want to become a better man,what an important question and the fact that you are asking it is a big step in the right direction to answer in detail would require having quite a bit more information about what relationship problems have occurred  that woke you up to the fact that you are not listening as well as you could and that you are running the risk of losing hergiven that i do not have all that information i will offer one simple suggestion your girlfriend is the expert on what she needs and wants in relationship you could simply say to her that you know you still have a lot to learn about how to have a good relationship and you realize you are not yet understanding what she needs and you really want to then take a deep breath settle down and listen do not argue do not interrupt do not judge listen let her know what you understand and that you are open to hearing more learning more if you are not quite getting it yet and then listen some more be present and curious about this person you love dearly and do not want to lose this is the first step toward intimacy
439,i want to feel more comfortable around people,there's a lot of layers there to your situation and i am focusing on two layers that may be contributing to your feelings of discomfort around others  one layer is the daunting news that your son has autism  many parents can feel overwhelmed and distraught with this diagnosis  the vast array of treatments available is daunting in and of itself at times to wrap one's head around  taking time to reflect or seek out therapy regarding how this diagnosis has impacted you may be helpful  some parents feel their individual identity gets lost in the diagnosis because they have dropped everything to help their child and others may experience guilt  if either of these or other feelings come to the forefront for you it may be worth working through them with a therapist  a support group list is available through wwwautismspeaksorg and may help connect you with others raising children with autisma second layer is the abusive relationship you were involved in  the trauma you experienced in this relationship may have a very meaningful impact on your ability to trust and to be intimate with others  engaging with a therapist can help facilitate the healing process as well as paving the way for more comfortable and trusting relationships
440,i want to get back with my kid's mother and be a family again,how you you expressed your regret and taken responsibility for the pain thus far repair is a very essential skill in and part of developing healthy relationships your love sounds deep sit with that also sit with how she is been hurt you get to feel your hurt too and your kids in feeling all this you may also find our way to the repair if feeling all this is tough to take on seek out a local therapist to support your process
441,i want to have a threesome with my husband and another girl but i feel really nervous,as someone who specializes in sexuality and polyamory i can tell you that your experience is incredibly common it can be helpful to keep in mind that alcohol lowers our inhibitions and for first time threesomes or any new sexual behavior really we humans tend to enjoy a little extra oomph to our courage levels that being said it also lowers our ability to make well thoughtout decisions this combined with the brain rewarding novelty and maybe even some overzealousness and performance anxiety could likely explain why your husband was on her more than you my encouragement to you is to try not to overthink it at this stage now if you two choose to bring her or someone else into the bedroom again and a similar thing keeps happening i would definitely push the issue and see what's up from his perspectivethe empty feeling could be any number of things includingfear that you are not enough for himfear that she is better than you in some wayfear that if we keep doing this thing he will need it and what happens if i no longer want itopposite fear of what if i now want her more than him or if i want the threesomes and he does notfear of does this mean our sex life is not good enough as it isdo we have to always add a little spice to keep it hotor like robin alluded to preconceived notions about what culture religion family and friends etc say about what marriage and sex should look like  i also agree with her encouragement to explore the empty feeling further and see what nuances of other feelings are in therejealousy insecurity shame regret longing  when you can identify and name them they are easier handled some of the resources i recommend poly sexually open couples are“love in abundance a counselor’s advice on open relationships” by kathy labriola“the jealousy workbook exercises and insights for managing open relationships” by kathy labriola“rewriting the rules an integrative guide to love sex and relationships” by meg barker“more than two a practical guide to ethical polyamory” by franklin veaux & eve rickert“the game changer a memoir of disruptive love” by franklin veaux“the ethical slut a practical guide to polyamory open relationships and other adventures” by dossie easton & janet hardy“opening up a guide to creating and sustaining open relationships” by tristan taormino“open all the way confessions from my open marriage” by sadie smythe“henry and june from ‘a journal of love’ – the unexpurgated diary of anais nin “personally i find your cravings to be healthy and quite normal the key is to make them work well for you and your partner robings also right about communication being key some of the suggested resources above can help get those conversations started and if you need further assistance absolutely i would find a sexpositive polypositive counselor to chat withbest of luck to youtamara powell lmhc
442,i want to have sexual experiences with adults male or female,the thoughts you are having are just thoughts  not actions  it is your choice whether you act on these thoughts  if you decide to explore having sex with adults of different genders that is great  if you find yourself obsessed with sexual thoughts you may want to see a cognitivebehavioural therapist  take care
443,i want to make my own decisions,if the only way the relationship you have with your mother feels okay is when she is the only one who makes decisions concerning your life then this only seems okin fact it is not okay for one person to be the authority for another person unless the one for whom this is being done does not have their own ability to think for themselvesseparating your own wishes and way of handling life matters from your mother's point of view may be difficultfirst realize you need to get familiar with feeling at ease with the idea of deciding matters for yourselfyou will need practice until you feel comfortableunless if you have been thinking through decisions you would like to make and the idea of your mother's anger is the only point which stopped you then you may almost instantly start living in a liberated way of running your own lifebasically it is right and fair for you to have the chance to live your life the way you feel is best   be prepared that your mother may disagree with you and that her disagreement is not a reason itself to not do what you believe is in your best interest
444,i want to stop physically abusing my girlfriend,hi baton rougei am glad you are reaching out the first step here is that you are taking some responsibility for your behaviours i do hear you minimizing your actions  but you are headed in the right direction i hope that in your pursuit of treatment you learn that the harm you are causing is not just superficial bruising the effects of using aggression and anger to control a person are deep and lasting wounds please seek treatment for yourself immediatelyyou say you love your girlfriend do you love her enough to leave the relationship while you address your issues are you brave enough to not lean on this relationship while you learn how to create a safe place for a partneryou have dangerous habits because you do not know how to manage your own emotional pain you can unlearn this and it does not mean you are a bad person sometimes however the relationship in which you have done the hurting is best ended for both of your sakes because too much damage has been donei know you do not want to lose her but you do not own her and you do not have the right to trap her in this because you are afraid of being alone right now she needs some space to figure out what's best for her and the freedom to make whatever decision she wants this is potentially the first step to learning real respect honouring her need for safety above your need for comfort i wish you well
445,i was duped into getting married to a therapist but once her immigration status was secure she bolted,i am sorry to hear about being taken advantage of by your former wifeon the positive side think of how much you learned by going through this very painful timemaybe you are naturally very generous and caring to the point of expecting very little from the other person for exampleconsider yourself in a favorable position to not feel like going out right now and meeting a new person   your spirit is guiding you to stay put and recuperate from this ordeal review for any signs you may have been more trusting than merited by the persongs behaviorthere's a natural flow to what we are able to handle and when we have renewed capacity for new adventuresthere's no reason to assume that you will never trust another woman again  the first step is rebuilding trust in yourself to step into a new relationship   there is no designated time line  you will simply feel more ready than you feel nowvery unlikely that you would ever place yourself in a similar situation to the one you are currently recovering fromgood luck
446,i weigh over 220 pounds and i am 16 years old,hey  i am so impressed with your efforts to ask questions to figure out how to change the messages that you hear  and to get support  and it sounds like you want to make some changes in your life  take a walk over to the counseling office at school the school nurse or consider reaching out to your pediatrician’s office you don’t have to have your parent’s permission to seek support for yourself  and maybe taking control of your support network will give you the strength to make even bigger decisions about your health  i am rooting for you  be wise
447,i am a 19 year old male with low self esteem i have always been very closed off about my feelings and problems,hey  it takes a lot of courage to share your feelings with someone  and it sounds like you have been lucky to meet someone who makes you feel safe enough to explore some of your more painful feelings  a big part of the process however of strengthening your selfconcept is learning how to tell yourself those positive messages that you heard from your friend  leaving for college may also be contributing to your feelings of unsteadiness  try this  make a list of all of the positive things that you know are true about yourself  ask your friends and family to contribute to the list  then carry it with you in your wallet  and when you need a selfesteem boost take a look at it  you are in a season of life that presents lots of challenges and opportunities  reach out to your longdistance friend when you need support  and take a walk over to the campus counseling center and check out what they might have to offer  be wise
448,i am a mess physically mentally emotionally and spiritually,the fact that you are reaching out says that there is something in you that wants this to be different and that drive might be something worth tapping into why do i keep trying is a question that might give you some insight into what it is in you that keeps you going a lot of therapistscounselors are now offering video therapy as long as you are in the same state as a therapist offering this service you could connect with someone helpful from the comfort of your home even being in your small town i would recommend looking into this option because you are asking a lot of really deep questions and might benefit from having those conversations with someone who can help you find your own answers
449,i am a teenager and i want to have a baby with my boyfriend,hi athens when a teenager wants to have a baby it is usually for a specific and not healthy reason do you maybe hope that a baby will cement your relationship it does not work that way do you yearn for a person who will love you deeply babies do not give to us we give endlessly to them i urge you to talk to someone you trust about why you want to speed up your life by being a parent before you are fully grown emotionally a relationship that is one month old is not stable enough to support a change like this you are only starting to get to know each other i wish you well and hope you talk to someone
450,i am addicted to smoking how can i stop,hi good for you in planning ahead to do what's healthiest for your baby  that is a great first step it is also good that you are able to identify that it is not always a physical need that is driving the addictionfor the next steps i would suggest trying to figure out when the psychological cravings for a cigarette occur the psychological cravings are usually based out of habit such as having a cigarette after a meal and if you are consciously trying to quit you will find the craving starts with simply thinking about having a cigarette then usually moves on to thinking about how good it made you feel etc etc well if i am on a diet and i continue to let myself think about the ice cream sitting in the freezer eventually i will give in and eat ityou are going to have thoughts about smoking a cigarette that is normal and for the most part out of your control but you choose whether or not to continue thinking and dwelling about it after that initial thought that is what you would have to work on changing when you have that initial thought acknowledge it  but then change the thoughts that typically follow distract yourself think about something else do something else whatever it takes to get your mind off of that cigarettei have suggested to clients before that they should plan these scenarios out ahead of time so they already know what they are going to do when the time comes write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it eventually it will become easier and easier to brush off that initial thought until you no longer have itbest of luck and you have a really great motivator to quit  your baby
451,i am attracted to my boss,there are many possible ways dating your boss could go awry and jeopardize your occupational wellbeing so my recommendation is to hold off on presenting your boss with a personalized gift and instead focus on building attraction and romantic interest with someone who is not at the workplace  sometimes the element of power and unavailability can heighten our sexual interest but that does not mean it is a healthy idea to pursue someone who is in a position of power over you at your workplace
452,i am concerned about my 12 year old daughter,it is great that you are noticing these changes with your daughter i can’t offer advice without knowing much more about your particular situation but some things to think abouthas something else happen recently that has been stressful upsettingis your daughter trying to communicate something to you and if so what might that behave you discussed these recent changes with her there is so much changing for her nowcommunication and connection are crucial i hope you both can talk to a supportive person about all these changes
453,i am dating a boy that my religious parents do not like and i am having trouble finding my identity,what a tough situation you must be in feeling torn between your parents and someone who is very special to you i would say the first thing you want to do is  have a calm reciprocal conversation with your parents telling them how you feel and letting them know what you need from them if communication attempts are unsucessful then you will need to make a decision with how you would like to move forward you unfortunately will not be able to change your parent's feelings or opinions but you can agree to disagree on certain matters by keeping them separate from the relationship you have with your parents it always helps to try and see things from another angle you might want to for example try and understand your parent's perspectives and let them know you understand that they are upset validating other's feelings can be very helpful with communicating effectively are you living with your parents and do they support you if so are you willing to give that up should you decide to not follow their rules know that there is nothing wrong with being happy with someone or loving somebody so deeply your feelings and actions certainly do not make you brainwashed or a devil worshipper not everyone will always approve of the choices we make and sometimes we need to be okay with that best of luck to you
